location,date,aqi
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-11-16,152.0
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-11-15,113.0
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-11-14,57.0
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-11-13,66.0
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-11-12,94.0
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-11-11,117.0
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-11-10,152.0
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-11-09,169.0
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-11-08,158.0
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-11-07,155.0
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-11-05,94.0
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-11-04,105.0
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-11-03,70.0
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-11-02,164.0
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-11-01,124.0
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-10-31,111.0
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-10-30,101.0
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-10-29,90.0
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-10-28,79.0
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-10-27,68.0
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-10-26,117.0
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-10-25,144.0
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-10-24,154.0
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-10-23,126.0
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-10-22,91.0
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-10-21,104.0
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-10-20,113.0
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-10-19,65.0
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-10-18,43.0
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-10-17,120.0
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-10-16,138.0
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-10-15,124.0
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-10-14,96.0
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-10-13,118.0
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-10-12,87.0
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-10-11,51.0
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-10-10,62.0
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-10-09,84.0
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-10-08,80.0
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-10-07,74.0
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-10-06,49.0
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-10-05,33.0
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-10-04,56.0
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-10-03,45.0
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-10-02,80.0
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-10-01,45.0
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-09-30,94.0
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-09-29,96.0
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-09-28,107.0
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-09-27,100.0
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-09-26,89.0
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-09-25,86.0
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-09-24,65.0
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-09-23,75.0
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-09-22,72.0
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-09-21,61.0
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-09-20,54.0
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-09-19,104.0
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-09-18,94.0
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-09-17,60.0
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-09-16,55.0
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-09-15,93.0
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-09-14,87.0
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-09-13,135.0
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-09-12,130.0
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-09-11,98.0
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-09-10,92.0
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-09-09,73.0
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-09-08,83.0
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-09-07,139.0
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-09-06,101.0
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-09-05,82.0
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-09-04,65.0
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-09-03,89.0
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-09-02,80.0
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-09-01,76.0
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-08-31,61.0
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-08-30,40.0
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-08-29,57.0
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-08-28,49.0
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-08-27,104.0
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-08-26,80.0
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-08-25,45.0
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-08-24,44.0
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-08-23,70.0
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-08-22,64.0
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-08-21,81.0
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-08-20,70.0
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-08-19,77.0
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-08-18,79.0
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-08-17,89.0
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-08-16,73.0
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-08-15,72.0
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-08-14,74.0
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-08-13,89.0
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-08-12,109.0
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-08-11,56.0
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-08-10,52.0
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-08-09,73.0
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-08-08,59.0
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-08-07,64.0
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-08-06,87.0
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-08-05,108.0
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-08-04,87.0
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-08-03,80.0
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-08-02,87.0
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-08-01,59.0
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-07-31,69.0
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-07-30,75.0
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-07-29,57.0
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-07-28,65.0
"Zhangzhou Jiuyi Hospital, Yinzhou District",2022-07-27,67.0
