location,date,aqi
"Izmir (Cigli), Turkey",2022-11-16,139.0
"Izmir (Cigli), Turkey",2022-11-15,149.0
"Izmir (Cigli), Turkey",2022-11-14,148.0
"Izmir (Cigli), Turkey",2022-11-13,124.0
"Izmir (Cigli), Turkey",2022-11-12,105.0
"Izmir (Cigli), Turkey",2022-11-11,89.0
"Izmir (Cigli), Turkey",2022-11-10,84.0
"Izmir (Cigli), Turkey",2022-11-09,86.0
"Izmir (Cigli), Turkey",2022-11-08,76.0
"Izmir (Cigli), Turkey",2022-11-05,144.0
"Izmir (Cigli), Turkey",2022-11-04,102.0
"Izmir (Cigli), Turkey",2022-11-03,89.0
"Izmir (Cigli), Turkey",2022-11-02,91.0
"Izmir (Cigli), Turkey",2022-11-01,83.0
"Izmir (Cigli), Turkey",2022-10-31,74.0
"Izmir (Cigli), Turkey",2022-10-30,76.0
"Izmir (Cigli), Turkey",2022-10-29,91.0
"Izmir (Cigli), Turkey",2022-10-28,104.0
"Izmir (Cigli), Turkey",2022-10-27,92.0
"Izmir (Cigli), Turkey",2022-10-26,99.0
"Izmir (Cigli), Turkey",2022-10-25,94.0
"Izmir (Cigli), Turkey",2022-10-24,75.0
"Izmir (Cigli), Turkey",2022-10-21,91.0
"Izmir (Cigli), Turkey",2022-10-20,75.0
"Izmir (Cigli), Turkey",2022-10-19,59.0
"Izmir (Cigli), Turkey",2022-10-18,61.0
"Izmir (Cigli), Turkey",2022-10-17,85.0
"Izmir (Cigli), Turkey",2022-10-16,97.0
"Izmir (Cigli), Turkey",2022-10-15,81.0
"Izmir (Cigli), Turkey",2022-10-14,95.0
"Izmir (Cigli), Turkey",2022-10-13,114.0
"Izmir (Cigli), Turkey",2022-10-12,88.0
"Izmir (Cigli), Turkey",2022-10-11,77.0
"Izmir (Cigli), Turkey",2022-10-10,69.0
"Izmir (Cigli), Turkey",2022-10-09,60.0
"Izmir (Cigli), Turkey",2022-10-08,58.0
"Izmir (Cigli), Turkey",2022-10-07,48.0
"Izmir (Cigli), Turkey",2022-10-06,43.0
"Izmir (Cigli), Turkey",2022-10-05,41.0
"Izmir (Cigli), Turkey",2022-10-04,48.0
"Izmir (Cigli), Turkey",2022-10-03,70.0
"Izmir (Cigli), Turkey",2022-10-02,69.0
"Izmir (Cigli), Turkey",2022-10-01,57.0
"Izmir (Cigli), Turkey",2022-09-30,53.0
"Izmir (Cigli), Turkey",2022-09-29,53.0
"Izmir (Cigli), Turkey",2022-09-28,56.0
"Izmir (Cigli), Turkey",2022-09-27,64.0
"Izmir (Cigli), Turkey",2022-09-26,58.0
"Izmir (Cigli), Turkey",2022-09-25,37.0
"Izmir (Cigli), Turkey",2022-09-24,36.0
"Izmir (Cigli), Turkey",2022-09-23,56.0
"Izmir (Cigli), Turkey",2022-09-22,59.0
"Izmir (Cigli), Turkey",2022-09-21,51.0
"Izmir (Cigli), Turkey",2022-09-20,57.0
"Izmir (Cigli), Turkey",2022-09-19,59.0
"Izmir (Cigli), Turkey",2022-09-18,64.0
"Izmir (Cigli), Turkey",2022-09-17,64.0
"Izmir (Cigli), Turkey",2022-09-16,57.0
"Izmir (Cigli), Turkey",2022-09-15,56.0
"Izmir (Cigli), Turkey",2022-09-14,62.0
"Izmir (Cigli), Turkey",2022-09-13,69.0
"Izmir (Cigli), Turkey",2022-09-12,70.0
"Izmir (Cigli), Turkey",2022-09-11,66.0
"Izmir (Cigli), Turkey",2022-09-10,71.0
"Izmir (Cigli), Turkey",2022-09-09,79.0
"Izmir (Cigli), Turkey",2022-09-08,53.0
"Izmir (Cigli), Turkey",2022-09-07,53.0
"Izmir (Cigli), Turkey",2022-09-04,76.0
