location,date,aqi
"Meden Rudnik, Burgas, Bulgaria",2022-08-03,33.0
"Meden Rudnik, Burgas, Bulgaria",2022-08-02,35.0
"Meden Rudnik, Burgas, Bulgaria",2022-07-29,37.0
"Meden Rudnik, Burgas, Bulgaria",2022-07-28,32.0
"Meden Rudnik, Burgas, Bulgaria",2022-07-27,36.0
"Meden Rudnik, Burgas, Bulgaria",2022-07-26,39.0
"Meden Rudnik, Burgas, Bulgaria",2022-07-25,33.0
"Meden Rudnik, Burgas, Bulgaria",2022-07-24,31.0
"Meden Rudnik, Burgas, Bulgaria",2022-07-23,40.0
"Meden Rudnik, Burgas, Bulgaria",2022-07-22,35.0
"Meden Rudnik, Burgas, Bulgaria",2022-07-21,35.0
"Meden Rudnik, Burgas, Bulgaria",2022-07-20,31.0
"Meden Rudnik, Burgas, Bulgaria",2022-07-19,30.0
"Meden Rudnik, Burgas, Bulgaria",2022-07-18,26.0
"Meden Rudnik, Burgas, Bulgaria",2022-07-17,41.0
"Meden Rudnik, Burgas, Bulgaria",2022-07-16,33.0
"Meden Rudnik, Burgas, Bulgaria",2022-07-15,35.0
"Meden Rudnik, Burgas, Bulgaria",2022-07-14,35.0
"Meden Rudnik, Burgas, Bulgaria",2022-07-13,33.0
"Meden Rudnik, Burgas, Bulgaria",2022-07-12,32.0
"Meden Rudnik, Burgas, Bulgaria",2022-07-11,32.0
"Meden Rudnik, Burgas, Bulgaria",2022-07-10,32.0
"Meden Rudnik, Burgas, Bulgaria",2022-07-09,37.0
"Meden Rudnik, Burgas, Bulgaria",2022-07-08,36.0
"Meden Rudnik, Burgas, Bulgaria",2022-07-07,33.0
"Meden Rudnik, Burgas, Bulgaria",2022-07-06,37.0
"Meden Rudnik, Burgas, Bulgaria",2022-07-05,35.0
"Meden Rudnik, Burgas, Bulgaria",2022-07-04,34.0
"Meden Rudnik, Burgas, Bulgaria",2022-07-03,37.0
"Meden Rudnik, Burgas, Bulgaria",2022-07-02,36.0
"Meden Rudnik, Burgas, Bulgaria",2022-06-30,32.0
"Meden Rudnik, Burgas, Bulgaria",2022-06-29,38.0
"Meden Rudnik, Burgas, Bulgaria",2022-06-28,30.0
"Meden Rudnik, Burgas, Bulgaria",2022-06-27,31.0
"Meden Rudnik, Burgas, Bulgaria",2022-06-26,37.0
"Meden Rudnik, Burgas, Bulgaria",2022-06-25,35.0
"Meden Rudnik, Burgas, Bulgaria",2022-06-24,27.0
"Meden Rudnik, Burgas, Bulgaria",2022-06-23,31.0
"Meden Rudnik, Burgas, Bulgaria",2022-06-22,32.0
"Meden Rudnik, Burgas, Bulgaria",2022-06-21,32.0
"Meden Rudnik, Burgas, Bulgaria",2022-06-20,32.0
"Meden Rudnik, Burgas, Bulgaria",2022-06-19,36.0
"Meden Rudnik, Burgas, Bulgaria",2022-06-18,19.0
"Meden Rudnik, Burgas, Bulgaria",2022-06-17,34.0
"Meden Rudnik, Burgas, Bulgaria",2022-06-16,33.0
"Meden Rudnik, Burgas, Bulgaria",2022-06-15,31.0
"Meden Rudnik, Burgas, Bulgaria",2022-06-14,32.0
"Meden Rudnik, Burgas, Bulgaria",2022-06-13,33.0
"Meden Rudnik, Burgas, Bulgaria",2022-06-12,28.0
"Meden Rudnik, Burgas, Bulgaria",2022-06-11,32.0
"Meden Rudnik, Burgas, Bulgaria",2022-06-10,28.0
"Meden Rudnik, Burgas, Bulgaria",2022-06-09,30.0
"Meden Rudnik, Burgas, Bulgaria",2022-06-08,34.0
"Meden Rudnik, Burgas, Bulgaria",2022-06-07,27.0
"Meden Rudnik, Burgas, Bulgaria",2022-06-06,28.0
"Meden Rudnik, Burgas, Bulgaria",2022-06-05,27.0
"Meden Rudnik, Burgas, Bulgaria",2022-06-04,29.0
"Meden Rudnik, Burgas, Bulgaria",2022-06-03,28.0
"Meden Rudnik, Burgas, Bulgaria",2022-06-02,29.0
"Meden Rudnik, Burgas, Bulgaria",2022-06-01,32.0
"Meden Rudnik, Burgas, Bulgaria",2022-05-31,28.0
"Meden Rudnik, Burgas, Bulgaria",2022-05-30,28.0
"Meden Rudnik, Burgas, Bulgaria",2022-05-29,28.0
"Meden Rudnik, Burgas, Bulgaria",2022-05-28,27.0
"Meden Rudnik, Burgas, Bulgaria",2022-05-27,32.0
"Meden Rudnik, Burgas, Bulgaria",2022-05-26,23.0
"Meden Rudnik, Burgas, Bulgaria",2022-05-25,26.0
"Meden Rudnik, Burgas, Bulgaria",2022-05-24,26.0
"Meden Rudnik, Burgas, Bulgaria",2022-05-23,27.0
"Meden Rudnik, Burgas, Bulgaria",2022-05-22,27.0
"Meden Rudnik, Burgas, Bulgaria",2022-05-21,28.0
"Meden Rudnik, Burgas, Bulgaria",2022-05-20,27.0
"Meden Rudnik, Burgas, Bulgaria",2022-05-19,23.0
"Meden Rudnik, Burgas, Bulgaria",2022-05-18,21.0
"Meden Rudnik, Burgas, Bulgaria",2022-05-17,31.0
"Meden Rudnik, Burgas, Bulgaria",2022-05-16,32.0
"Meden Rudnik, Burgas, Bulgaria",2022-05-15,30.0
"Meden Rudnik, Burgas, Bulgaria",2022-05-14,34.0
"Meden Rudnik, Burgas, Bulgaria",2022-05-13,31.0
"Meden Rudnik, Burgas, Bulgaria",2022-05-12,37.0
"Meden Rudnik, Burgas, Bulgaria",2022-05-11,26.0
"Meden Rudnik, Burgas, Bulgaria",2022-05-10,25.0
"Meden Rudnik, Burgas, Bulgaria",2022-05-09,24.0
"Meden Rudnik, Burgas, Bulgaria",2022-05-08,23.0
"Meden Rudnik, Burgas, Bulgaria",2022-05-07,26.0
"Meden Rudnik, Burgas, Bulgaria",2022-05-06,29.0
"Meden Rudnik, Burgas, Bulgaria",2022-05-05,28.0
"Meden Rudnik, Burgas, Bulgaria",2022-05-04,26.0
"Meden Rudnik, Burgas, Bulgaria",2022-05-03,25.0
"Meden Rudnik, Burgas, Bulgaria",2022-05-02,27.0
"Meden Rudnik, Burgas, Bulgaria",2022-05-01,25.0
"Meden Rudnik, Burgas, Bulgaria",2022-04-30,25.0
"Meden Rudnik, Burgas, Bulgaria",2022-04-29,25.0
"Meden Rudnik, Burgas, Bulgaria",2022-04-28,29.0
"Meden Rudnik, Burgas, Bulgaria",2022-04-27,28.0
"Meden Rudnik, Burgas, Bulgaria",2022-04-26,27.0
"Meden Rudnik, Burgas, Bulgaria",2022-04-25,32.0
"Meden Rudnik, Burgas, Bulgaria",2022-04-24,30.0
