location,date,aqi
"Tanghe County Industrial Zone Hospital, Tanghe County, Nanyang",2021-03-04,67.0
"Tanghe County Industrial Zone Hospital, Tanghe County, Nanyang",2021-03-03,92.0
"Tanghe County Industrial Zone Hospital, Tanghe County, Nanyang",2021-03-02,65.0
"Tanghe County Industrial Zone Hospital, Tanghe County, Nanyang",2021-03-01,89.0
"Tanghe County Industrial Zone Hospital, Tanghe County, Nanyang",2021-02-28,157.0
"Tanghe County Industrial Zone Hospital, Tanghe County, Nanyang",2021-02-27,151.0
"Tanghe County Industrial Zone Hospital, Tanghe County, Nanyang",2021-02-26,101.0
"Tanghe County Industrial Zone Hospital, Tanghe County, Nanyang",2021-02-25,53.0
"Tanghe County Industrial Zone Hospital, Tanghe County, Nanyang",2021-02-24,86.0
"Tanghe County Industrial Zone Hospital, Tanghe County, Nanyang",2021-02-23,130.0
"Tanghe County Industrial Zone Hospital, Tanghe County, Nanyang",2021-02-22,69.0
"Tanghe County Industrial Zone Hospital, Tanghe County, Nanyang",2021-02-21,64.0
"Tanghe County Industrial Zone Hospital, Tanghe County, Nanyang",2021-02-20,103.0
"Tanghe County Industrial Zone Hospital, Tanghe County, Nanyang",2021-02-19,131.0
"Tanghe County Industrial Zone Hospital, Tanghe County, Nanyang",2021-02-18,111.0
"Tanghe County Industrial Zone Hospital, Tanghe County, Nanyang",2021-02-17,127.0
"Tanghe County Industrial Zone Hospital, Tanghe County, Nanyang",2021-02-16,147.0
"Tanghe County Industrial Zone Hospital, Tanghe County, Nanyang",2021-02-15,88.0
"Tanghe County Industrial Zone Hospital, Tanghe County, Nanyang",2021-02-14,142.0
"Tanghe County Industrial Zone Hospital, Tanghe County, Nanyang",2021-02-13,180.0
"Tanghe County Industrial Zone Hospital, Tanghe County, Nanyang",2021-02-12,137.0
"Tanghe County Industrial Zone Hospital, Tanghe County, Nanyang",2021-02-11,47.0
"Tanghe County Industrial Zone Hospital, Tanghe County, Nanyang",2021-02-09,93.0
"Tanghe County Industrial Zone Hospital, Tanghe County, Nanyang",2021-02-08,94.0
"Tanghe County Industrial Zone Hospital, Tanghe County, Nanyang",2021-02-06,33.0
"Tanghe County Industrial Zone Hospital, Tanghe County, Nanyang",2021-02-04,169.0
"Tanghe County Industrial Zone Hospital, Tanghe County, Nanyang",2021-02-03,154.0
"Tanghe County Industrial Zone Hospital, Tanghe County, Nanyang",2021-02-02,160.0
"Tanghe County Industrial Zone Hospital, Tanghe County, Nanyang",2021-02-01,166.0
"Tanghe County Industrial Zone Hospital, Tanghe County, Nanyang",2021-01-31,162.0
"Tanghe County Industrial Zone Hospital, Tanghe County, Nanyang",2021-01-30,132.0
"Tanghe County Industrial Zone Hospital, Tanghe County, Nanyang",2021-01-29,137.0
"Tanghe County Industrial Zone Hospital, Tanghe County, Nanyang",2021-01-28,172.0
"Tanghe County Industrial Zone Hospital, Tanghe County, Nanyang",2021-01-27,141.0
"Tanghe County Industrial Zone Hospital, Tanghe County, Nanyang",2021-01-26,196.0
"Tanghe County Industrial Zone Hospital, Tanghe County, Nanyang",2021-01-25,199.0
"Tanghe County Industrial Zone Hospital, Tanghe County, Nanyang",2021-01-24,244.0
"Tanghe County Industrial Zone Hospital, Tanghe County, Nanyang",2021-01-23,216.0
"Tanghe County Industrial Zone Hospital, Tanghe County, Nanyang",2021-01-22,183.0
"Tanghe County Industrial Zone Hospital, Tanghe County, Nanyang",2021-01-21,159.0
"Tanghe County Industrial Zone Hospital, Tanghe County, Nanyang",2021-01-20,117.0
"Tanghe County Industrial Zone Hospital, Tanghe County, Nanyang",2021-01-19,113.0
"Tanghe County Industrial Zone Hospital, Tanghe County, Nanyang",2021-01-18,125.0
"Tanghe County Industrial Zone Hospital, Tanghe County, Nanyang",2021-01-17,158.0
"Tanghe County Industrial Zone Hospital, Tanghe County, Nanyang",2021-01-16,157.0
"Tanghe County Industrial Zone Hospital, Tanghe County, Nanyang",2021-01-15,144.0
"Tanghe County Industrial Zone Hospital, Tanghe County, Nanyang",2021-01-14,91.0
"Tanghe County Industrial Zone Hospital, Tanghe County, Nanyang",2021-01-13,81.0
"Tanghe County Industrial Zone Hospital, Tanghe County, Nanyang",2021-01-12,100.0
"Tanghe County Industrial Zone Hospital, Tanghe County, Nanyang",2021-01-11,123.0
"Tanghe County Industrial Zone Hospital, Tanghe County, Nanyang",2021-01-10,83.0
"Tanghe County Industrial Zone Hospital, Tanghe County, Nanyang",2021-01-09,82.0
"Tanghe County Industrial Zone Hospital, Tanghe County, Nanyang",2021-01-08,49.0
"Tanghe County Industrial Zone Hospital, Tanghe County, Nanyang",2021-01-07,143.0
"Tanghe County Industrial Zone Hospital, Tanghe County, Nanyang",2021-01-06,182.0
"Tanghe County Industrial Zone Hospital, Tanghe County, Nanyang",2021-01-05,197.0
"Tanghe County Industrial Zone Hospital, Tanghe County, Nanyang",2021-01-03,146.0
"Tanghe County Industrial Zone Hospital, Tanghe County, Nanyang",2021-01-02,101.0
"Tanghe County Industrial Zone Hospital, Tanghe County, Nanyang",2021-01-01,58.0
"Tanghe County Industrial Zone Hospital, Tanghe County, Nanyang",2020-12-31,68.0
"Tanghe County Industrial Zone Hospital, Tanghe County, Nanyang",2020-12-30,166.0
"Tanghe County Industrial Zone Hospital, Tanghe County, Nanyang",2020-12-29,167.0
"Tanghe County Industrial Zone Hospital, Tanghe County, Nanyang",2020-12-28,161.0
"Tanghe County Industrial Zone Hospital, Tanghe County, Nanyang",2020-12-27,159.0
"Tanghe County Industrial Zone Hospital, Tanghe County, Nanyang",2020-12-26,151.0
"Tanghe County Industrial Zone Hospital, Tanghe County, Nanyang",2020-12-25,172.0
"Tanghe County Industrial Zone Hospital, Tanghe County, Nanyang",2020-12-24,174.0
"Tanghe County Industrial Zone Hospital, Tanghe County, Nanyang",2020-12-23,151.0
"Tanghe County Industrial Zone Hospital, Tanghe County, Nanyang",2020-12-22,161.0
"Tanghe County Industrial Zone Hospital, Tanghe County, Nanyang",2020-12-21,164.0
"Tanghe County Industrial Zone Hospital, Tanghe County, Nanyang",2020-12-20,160.0
