location,date,aqi
"San Borja, Lima, Peru",2022-11-10,64.0
"San Borja, Lima, Peru",2022-11-09,61.0
"San Borja, Lima, Peru",2022-11-08,96.0
"San Borja, Lima, Peru",2022-11-07,65.0
"San Borja, Lima, Peru",2022-11-05,54.0
"San Borja, Lima, Peru",2022-11-03,55.0
"San Borja, Lima, Peru",2022-11-02,75.0
"San Borja, Lima, Peru",2022-10-31,93.0
"San Borja, Lima, Peru",2022-10-30,93.0
"San Borja, Lima, Peru",2022-10-29,70.0
"San Borja, Lima, Peru",2022-10-28,77.0
"San Borja, Lima, Peru",2022-10-27,61.0
"San Borja, Lima, Peru",2022-10-26,50.0
"San Borja, Lima, Peru",2022-10-25,49.0
"San Borja, Lima, Peru",2022-10-24,67.0
"San Borja, Lima, Peru",2022-09-26,86.0
"San Borja, Lima, Peru",2022-09-25,88.0
"San Borja, Lima, Peru",2022-09-24,94.0
"San Borja, Lima, Peru",2022-09-23,105.0
"San Borja, Lima, Peru",2022-09-22,102.0
"San Borja, Lima, Peru",2022-09-21,88.0
"San Borja, Lima, Peru",2022-09-20,72.0
"San Borja, Lima, Peru",2022-09-19,69.0
"San Borja, Lima, Peru",2022-09-18,71.0
"San Borja, Lima, Peru",2022-09-17,81.0
"San Borja, Lima, Peru",2022-09-16,94.0
"San Borja, Lima, Peru",2022-09-15,86.0
"San Borja, Lima, Peru",2022-09-14,89.0
"San Borja, Lima, Peru",2022-09-13,84.0
"San Borja, Lima, Peru",2022-09-12,89.0
"San Borja, Lima, Peru",2022-09-08,80.0
"San Borja, Lima, Peru",2022-09-04,125.0
"San Borja, Lima, Peru",2022-09-03,103.0
"San Borja, Lima, Peru",2022-09-02,87.0
"San Borja, Lima, Peru",2022-08-20,139.0
"San Borja, Lima, Peru",2022-08-19,106.0
"San Borja, Lima, Peru",2022-07-14,126.0
"San Borja, Lima, Peru",2022-05-29,71.0
"San Borja, Lima, Peru",2022-05-28,149.0
"San Borja, Lima, Peru",2022-05-27,109.0
"San Borja, Lima, Peru",2022-05-26,147.0
"San Borja, Lima, Peru",2022-05-25,150.0
"San Borja, Lima, Peru",2022-05-24,167.0
"San Borja, Lima, Peru",2022-05-23,147.0
"San Borja, Lima, Peru",2022-05-22,112.0
"San Borja, Lima, Peru",2022-05-21,88.0
"San Borja, Lima, Peru",2022-05-20,96.0
"San Borja, Lima, Peru",2022-05-19,98.0
"San Borja, Lima, Peru",2022-05-18,113.0
"San Borja, Lima, Peru",2022-05-17,111.0
"San Borja, Lima, Peru",2022-05-16,110.0
"San Borja, Lima, Peru",2022-05-15,74.0
"San Borja, Lima, Peru",2022-05-14,94.0
"San Borja, Lima, Peru",2022-05-13,102.0
"San Borja, Lima, Peru",2022-05-12,111.0
"San Borja, Lima, Peru",2022-05-11,76.0
"San Borja, Lima, Peru",2022-05-10,87.0
"San Borja, Lima, Peru",2022-05-09,75.0
"San Borja, Lima, Peru",2022-05-08,68.0
"San Borja, Lima, Peru",2022-05-07,74.0
"San Borja, Lima, Peru",2022-05-06,93.0
"San Borja, Lima, Peru",2022-05-05,85.0
"San Borja, Lima, Peru",2022-05-04,88.0
"San Borja, Lima, Peru",2022-05-03,68.0
"San Borja, Lima, Peru",2022-05-02,74.0
"San Borja, Lima, Peru",2022-04-30,88.0
"San Borja, Lima, Peru",2022-04-29,96.0
"San Borja, Lima, Peru",2022-04-28,64.0
"San Borja, Lima, Peru",2022-04-27,65.0
"San Borja, Lima, Peru",2022-04-26,69.0
"San Borja, Lima, Peru",2022-04-25,72.0
"San Borja, Lima, Peru",2022-04-24,60.0
"San Borja, Lima, Peru",2022-04-23,65.0
"San Borja, Lima, Peru",2022-04-22,81.0
"San Borja, Lima, Peru",2022-04-21,83.0
"San Borja, Lima, Peru",2022-04-20,78.0
"San Borja, Lima, Peru",2022-04-19,94.0
"San Borja, Lima, Peru",2022-04-18,85.0
"San Borja, Lima, Peru",2022-04-17,71.0
"San Borja, Lima, Peru",2022-04-16,88.0
"San Borja, Lima, Peru",2022-04-15,84.0
"San Borja, Lima, Peru",2022-04-10,91.0
"San Borja, Lima, Peru",2022-04-09,66.0
"San Borja, Lima, Peru",2020-11-16,56.0
"San Borja, Lima, Peru",2020-10-28,34.0
"San Borja, Lima, Peru",2020-04-18,43.0
"San Borja, Lima, Peru",2020-04-13,37.0
"San Borja, Lima, Peru",2020-04-09,44.0
"San Borja, Lima, Peru",2020-04-06,48.0
"San Borja, Lima, Peru",2020-04-03,53.0
"San Borja, Lima, Peru",2020-03-06,28.0
"San Borja, Lima, Peru",2020-03-05,93.0
