location,date,aqi
"Wujiāgǎng, Yichang, Hubei",2022-11-16,72.0
"Wujiāgǎng, Yichang, Hubei",2022-11-15,69.0
"Wujiāgǎng, Yichang, Hubei",2022-11-14,39.0
"Wujiāgǎng, Yichang, Hubei",2022-11-13,106.0
"Wujiāgǎng, Yichang, Hubei",2022-11-12,149.0
"Wujiāgǎng, Yichang, Hubei",2022-11-11,152.0
"Wujiāgǎng, Yichang, Hubei",2022-11-10,141.0
"Wujiāgǎng, Yichang, Hubei",2022-11-09,140.0
"Wujiāgǎng, Yichang, Hubei",2022-11-08,141.0
"Wujiāgǎng, Yichang, Hubei",2022-11-07,143.0
"Wujiāgǎng, Yichang, Hubei",2022-11-05,153.0
"Wujiāgǎng, Yichang, Hubei",2022-11-04,104.0
"Wujiāgǎng, Yichang, Hubei",2022-11-03,94.0
"Wujiāgǎng, Yichang, Hubei",2022-11-02,74.0
"Wujiāgǎng, Yichang, Hubei",2022-11-01,77.0
"Wujiāgǎng, Yichang, Hubei",2022-10-31,79.0
"Wujiāgǎng, Yichang, Hubei",2022-10-30,39.0
"Wujiāgǎng, Yichang, Hubei",2022-10-29,29.0
"Wujiāgǎng, Yichang, Hubei",2022-10-28,89.0
"Wujiāgǎng, Yichang, Hubei",2022-10-27,65.0
"Wujiāgǎng, Yichang, Hubei",2022-10-26,58.0
"Wujiāgǎng, Yichang, Hubei",2022-10-25,85.0
"Wujiāgǎng, Yichang, Hubei",2022-10-24,105.0
"Wujiāgǎng, Yichang, Hubei",2022-10-23,137.0
"Wujiāgǎng, Yichang, Hubei",2022-10-22,152.0
"Wujiāgǎng, Yichang, Hubei",2022-10-21,132.0
"Wujiāgǎng, Yichang, Hubei",2022-10-20,114.0
"Wujiāgǎng, Yichang, Hubei",2022-10-19,109.0
"Wujiāgǎng, Yichang, Hubei",2022-10-18,100.0
"Wujiāgǎng, Yichang, Hubei",2022-10-17,76.0
"Wujiāgǎng, Yichang, Hubei",2022-10-16,76.0
"Wujiāgǎng, Yichang, Hubei",2022-10-15,64.0
"Wujiāgǎng, Yichang, Hubei",2022-10-14,69.0
"Wujiāgǎng, Yichang, Hubei",2022-10-13,67.0
"Wujiāgǎng, Yichang, Hubei",2022-10-12,57.0
"Wujiāgǎng, Yichang, Hubei",2022-10-11,44.0
"Wujiāgǎng, Yichang, Hubei",2022-10-10,54.0
"Wujiāgǎng, Yichang, Hubei",2022-10-09,60.0
"Wujiāgǎng, Yichang, Hubei",2022-10-08,47.0
"Wujiāgǎng, Yichang, Hubei",2022-10-07,19.0
"Wujiāgǎng, Yichang, Hubei",2022-10-06,17.0
"Wujiāgǎng, Yichang, Hubei",2022-10-04,40.0
"Wujiāgǎng, Yichang, Hubei",2022-10-03,88.0
"Wujiāgǎng, Yichang, Hubei",2022-10-02,136.0
"Wujiāgǎng, Yichang, Hubei",2022-10-01,91.0
"Wujiāgǎng, Yichang, Hubei",2022-09-30,68.0
"Wujiāgǎng, Yichang, Hubei",2022-09-29,68.0
"Wujiāgǎng, Yichang, Hubei",2022-09-28,69.0
"Wujiāgǎng, Yichang, Hubei",2022-09-27,71.0
"Wujiāgǎng, Yichang, Hubei",2022-09-26,77.0
"Wujiāgǎng, Yichang, Hubei",2022-09-25,49.0
"Wujiāgǎng, Yichang, Hubei",2022-09-24,50.0
"Wujiāgǎng, Yichang, Hubei",2022-09-23,54.0
"Wujiāgǎng, Yichang, Hubei",2022-09-22,46.0
"Wujiāgǎng, Yichang, Hubei",2022-09-21,70.0
"Wujiāgǎng, Yichang, Hubei",2022-09-20,103.0
"Wujiāgǎng, Yichang, Hubei",2022-09-19,116.0
"Wujiāgǎng, Yichang, Hubei",2022-09-18,110.0
"Wujiāgǎng, Yichang, Hubei",2022-09-17,101.0
"Wujiāgǎng, Yichang, Hubei",2022-09-16,100.0
"Wujiāgǎng, Yichang, Hubei",2022-09-15,103.0
"Wujiāgǎng, Yichang, Hubei",2022-09-14,80.0
"Wujiāgǎng, Yichang, Hubei",2022-09-13,59.0
"Wujiāgǎng, Yichang, Hubei",2022-09-12,79.0
"Wujiāgǎng, Yichang, Hubei",2022-09-11,89.0
"Wujiāgǎng, Yichang, Hubei",2022-09-10,100.0
"Wujiāgǎng, Yichang, Hubei",2022-09-09,84.0
