location,date,aqi
"Hipodruma, Sofia, Bulgaria",2019-11-15,122.0
"Hipodruma, Sofia, Bulgaria",2019-11-14,105.0
"Hipodruma, Sofia, Bulgaria",2019-11-13,105.0
"Hipodruma, Sofia, Bulgaria",2019-11-12,113.0
"Hipodruma, Sofia, Bulgaria",2019-11-11,73.0
"Hipodruma, Sofia, Bulgaria",2019-11-10,83.0
"Hipodruma, Sofia, Bulgaria",2019-11-09,100.0
"Hipodruma, Sofia, Bulgaria",2018-12-30,58.0
"Hipodruma, Sofia, Bulgaria",2018-12-29,58.0
"Hipodruma, Sofia, Bulgaria",2018-12-28,62.0
"Hipodruma, Sofia, Bulgaria",2018-12-27,58.0
"Hipodruma, Sofia, Bulgaria",2018-12-26,45.0
"Hipodruma, Sofia, Bulgaria",2018-12-25,49.0
"Hipodruma, Sofia, Bulgaria",2018-12-24,118.0
"Hipodruma, Sofia, Bulgaria",2018-12-23,257.0
"Hipodruma, Sofia, Bulgaria",2018-12-22,195.0
"Hipodruma, Sofia, Bulgaria",2018-12-21,171.0
"Hipodruma, Sofia, Bulgaria",2018-12-20,115.0
"Hipodruma, Sofia, Bulgaria",2018-12-19,103.0
"Hipodruma, Sofia, Bulgaria",2018-12-18,98.0
"Hipodruma, Sofia, Bulgaria",2018-12-17,55.0
"Hipodruma, Sofia, Bulgaria",2018-12-16,60.0
"Hipodruma, Sofia, Bulgaria",2018-12-15,101.0
"Hipodruma, Sofia, Bulgaria",2018-12-14,135.0
"Hipodruma, Sofia, Bulgaria",2018-12-13,70.0
"Hipodruma, Sofia, Bulgaria",2018-12-12,37.0
"Hipodruma, Sofia, Bulgaria",2018-12-11,87.0
"Hipodruma, Sofia, Bulgaria",2018-12-10,112.0
"Hipodruma, Sofia, Bulgaria",2018-12-09,249.0
"Hipodruma, Sofia, Bulgaria",2018-12-08,169.0
"Hipodruma, Sofia, Bulgaria",2018-12-07,88.0
"Hipodruma, Sofia, Bulgaria",2018-12-06,106.0
"Hipodruma, Sofia, Bulgaria",2018-12-05,233.0
"Hipodruma, Sofia, Bulgaria",2018-12-04,288.0
"Hipodruma, Sofia, Bulgaria",2018-12-03,265.0
"Hipodruma, Sofia, Bulgaria",2018-12-02,201.0
"Hipodruma, Sofia, Bulgaria",2018-11-29,21.0
"Hipodruma, Sofia, Bulgaria",2018-11-28,72.0
"Hipodruma, Sofia, Bulgaria",2018-11-27,83.0
