location,date,aqi
"Longchang County IRS, Neijiang",2018-01-17,172.0
"Longchang County IRS, Neijiang",2018-01-16,247.0
"Longchang County IRS, Neijiang",2018-01-15,140.0
"Longchang County IRS, Neijiang",2017-11-27,154.0
"Longchang County IRS, Neijiang",2017-11-26,127.0
"Longchang County IRS, Neijiang",2017-11-25,107.0
"Longchang County IRS, Neijiang",2017-11-24,98.0
"Longchang County IRS, Neijiang",2017-11-23,86.0
"Longchang County IRS, Neijiang",2017-11-22,71.0
"Longchang County IRS, Neijiang",2017-11-21,90.0
"Longchang County IRS, Neijiang",2017-11-20,90.0
"Longchang County IRS, Neijiang",2017-11-19,91.0
"Longchang County IRS, Neijiang",2017-11-18,137.0
"Longchang County IRS, Neijiang",2017-11-17,162.0
"Longchang County IRS, Neijiang",2017-11-16,193.0
"Longchang County IRS, Neijiang",2017-11-15,171.0
"Longchang County IRS, Neijiang",2017-11-14,168.0
"Longchang County IRS, Neijiang",2017-11-13,152.0
"Longchang County IRS, Neijiang",2017-11-12,126.0
"Longchang County IRS, Neijiang",2017-11-11,103.0
"Longchang County IRS, Neijiang",2017-11-10,181.0
"Longchang County IRS, Neijiang",2017-11-09,218.0
"Longchang County IRS, Neijiang",2017-11-08,216.0
"Longchang County IRS, Neijiang",2017-11-07,180.0
"Longchang County IRS, Neijiang",2017-11-06,185.0
"Longchang County IRS, Neijiang",2017-11-04,201.0
"Longchang County IRS, Neijiang",2017-11-03,199.0
"Longchang County IRS, Neijiang",2017-11-02,103.0
"Longchang County IRS, Neijiang",2017-05-23,120.0
"Longchang County IRS, Neijiang",2017-05-22,106.0
"Longchang County IRS, Neijiang",2017-05-21,158.0
"Longchang County IRS, Neijiang",2017-05-20,157.0
"Longchang County IRS, Neijiang",2017-05-19,145.0
"Longchang County IRS, Neijiang",2017-05-18,131.0
"Longchang County IRS, Neijiang",2017-05-17,131.0
"Longchang County IRS, Neijiang",2017-05-16,119.0
"Longchang County IRS, Neijiang",2017-05-15,128.0
"Longchang County IRS, Neijiang",2017-05-14,157.0
"Longchang County IRS, Neijiang",2017-05-13,94.0
"Longchang County IRS, Neijiang",2017-05-12,114.0
"Longchang County IRS, Neijiang",2017-05-11,165.0
"Longchang County IRS, Neijiang",2017-05-10,153.0
"Longchang County IRS, Neijiang",2017-05-09,145.0
"Longchang County IRS, Neijiang",2017-05-08,161.0
"Longchang County IRS, Neijiang",2017-05-07,148.0
"Longchang County IRS, Neijiang",2017-05-06,106.0
"Longchang County IRS, Neijiang",2017-05-05,119.0
"Longchang County IRS, Neijiang",2017-05-04,78.0
"Longchang County IRS, Neijiang",2017-05-03,157.0
"Longchang County IRS, Neijiang",2017-05-02,148.0
"Longchang County IRS, Neijiang",2017-05-01,121.0
"Longchang County IRS, Neijiang",2017-04-30,116.0
"Longchang County IRS, Neijiang",2017-04-29,124.0
"Longchang County IRS, Neijiang",2017-04-28,58.0
"Longchang County IRS, Neijiang",2017-04-27,72.0
"Longchang County IRS, Neijiang",2017-04-26,91.0
"Longchang County IRS, Neijiang",2017-04-25,154.0
"Longchang County IRS, Neijiang",2017-04-24,112.0
"Longchang County IRS, Neijiang",2017-04-23,107.0
"Longchang County IRS, Neijiang",2017-04-22,75.0
"Longchang County IRS, Neijiang",2017-04-21,86.0
"Longchang County IRS, Neijiang",2017-04-20,150.0
"Longchang County IRS, Neijiang",2017-04-19,140.0
"Longchang County IRS, Neijiang",2017-04-18,122.0
"Longchang County IRS, Neijiang",2017-04-17,104.0
"Longchang County IRS, Neijiang",2017-04-16,117.0
"Longchang County IRS, Neijiang",2017-04-15,139.0
"Longchang County IRS, Neijiang",2017-04-14,103.0
"Longchang County IRS, Neijiang",2017-04-13,58.0
"Longchang County IRS, Neijiang",2017-04-11,46.0
"Longchang County IRS, Neijiang",2017-04-10,67.0
"Longchang County IRS, Neijiang",2017-04-09,98.0
"Longchang County IRS, Neijiang",2017-04-08,108.0
"Longchang County IRS, Neijiang",2017-04-07,145.0
"Longchang County IRS, Neijiang",2017-04-06,145.0
"Longchang County IRS, Neijiang",2017-04-05,155.0
"Longchang County IRS, Neijiang",2017-04-04,150.0
"Longchang County IRS, Neijiang",2017-04-03,149.0
"Longchang County IRS, Neijiang",2017-04-02,132.0
"Longchang County IRS, Neijiang",2017-04-01,64.0
"Longchang County IRS, Neijiang",2017-03-31,101.0
"Longchang County IRS, Neijiang",2017-03-30,181.0
"Longchang County IRS, Neijiang",2017-03-29,151.0
"Longchang County IRS, Neijiang",2017-03-28,142.0
"Longchang County IRS, Neijiang",2017-03-27,119.0
"Longchang County IRS, Neijiang",2017-03-26,90.0
"Longchang County IRS, Neijiang",2017-03-25,73.0
"Longchang County IRS, Neijiang",2017-03-24,129.0
"Longchang County IRS, Neijiang",2017-03-23,121.0
"Longchang County IRS, Neijiang",2017-03-22,169.0
"Longchang County IRS, Neijiang",2017-03-21,159.0
"Longchang County IRS, Neijiang",2017-03-20,168.0
"Longchang County IRS, Neijiang",2017-03-19,167.0
"Longchang County IRS, Neijiang",2017-03-18,146.0
"Longchang County IRS, Neijiang",2017-03-17,112.0
"Longchang County IRS, Neijiang",2017-03-16,61.0
"Longchang County IRS, Neijiang",2017-03-15,58.0
"Longchang County IRS, Neijiang",2017-03-14,29.0
"Longchang County IRS, Neijiang",2017-03-13,125.0
"Longchang County IRS, Neijiang",2017-03-11,164.0
"Longchang County IRS, Neijiang",2017-03-10,149.0
"Longchang County IRS, Neijiang",2017-03-09,137.0
"Longchang County IRS, Neijiang",2017-03-08,97.0
"Longchang County IRS, Neijiang",2017-03-07,126.0
"Longchang County IRS, Neijiang",2017-03-06,143.0
"Longchang County IRS, Neijiang",2017-03-05,182.0
"Longchang County IRS, Neijiang",2017-03-04,181.0
"Longchang County IRS, Neijiang",2017-03-03,210.0
"Longchang County IRS, Neijiang",2017-03-02,177.0
"Longchang County IRS, Neijiang",2017-03-01,175.0
"Longchang County IRS, Neijiang",2017-02-28,157.0
"Longchang County IRS, Neijiang",2017-02-27,142.0
"Longchang County IRS, Neijiang",2017-02-26,138.0
"Longchang County IRS, Neijiang",2017-02-25,101.0
"Longchang County IRS, Neijiang",2017-02-24,125.0
"Longchang County IRS, Neijiang",2017-02-23,123.0
"Longchang County IRS, Neijiang",2017-02-22,125.0
"Longchang County IRS, Neijiang",2017-02-21,212.0
"Longchang County IRS, Neijiang",2017-02-20,211.0
"Longchang County IRS, Neijiang",2017-02-19,222.0
"Longchang County IRS, Neijiang",2017-02-18,190.0
"Longchang County IRS, Neijiang",2017-02-17,211.0
"Longchang County IRS, Neijiang",2017-02-16,215.0
"Longchang County IRS, Neijiang",2017-02-15,188.0
"Longchang County IRS, Neijiang",2017-02-14,166.0
"Longchang County IRS, Neijiang",2017-02-13,170.0
"Longchang County IRS, Neijiang",2017-02-12,166.0
"Longchang County IRS, Neijiang",2017-02-11,174.0
"Longchang County IRS, Neijiang",2017-02-10,131.0
"Longchang County IRS, Neijiang",2017-02-09,87.0
"Longchang County IRS, Neijiang",2017-02-08,120.0
"Longchang County IRS, Neijiang",2017-02-07,158.0
"Longchang County IRS, Neijiang",2017-02-06,163.0
"Longchang County IRS, Neijiang",2017-02-05,158.0
"Longchang County IRS, Neijiang",2017-02-04,157.0
"Longchang County IRS, Neijiang",2017-02-03,165.0
"Longchang County IRS, Neijiang",2017-02-02,161.0
"Longchang County IRS, Neijiang",2017-02-01,149.0
"Longchang County IRS, Neijiang",2017-01-31,152.0
"Longchang County IRS, Neijiang",2017-01-30,148.0
"Longchang County IRS, Neijiang",2017-01-29,229.0
"Longchang County IRS, Neijiang",2017-01-28,308.0
"Longchang County IRS, Neijiang",2017-01-27,225.0
"Longchang County IRS, Neijiang",2017-01-26,280.0
"Longchang County IRS, Neijiang",2017-01-25,221.0
"Longchang County IRS, Neijiang",2017-01-24,292.0
"Longchang County IRS, Neijiang",2017-01-23,280.0
"Longchang County IRS, Neijiang",2017-01-22,214.0
"Longchang County IRS, Neijiang",2017-01-21,122.0
"Longchang County IRS, Neijiang",2017-01-06,217.0
"Longchang County IRS, Neijiang",2017-01-05,195.0
"Longchang County IRS, Neijiang",2017-01-04,217.0
"Longchang County IRS, Neijiang",2017-01-03,203.0
"Longchang County IRS, Neijiang",2017-01-02,116.0
"Longchang County IRS, Neijiang",2016-12-31,177.0
"Longchang County IRS, Neijiang",2016-12-30,166.0
"Longchang County IRS, Neijiang",2016-12-29,144.0
"Longchang County IRS, Neijiang",2016-12-28,149.0
"Longchang County IRS, Neijiang",2016-12-27,96.0
"Longchang County IRS, Neijiang",2016-12-26,104.0
"Longchang County IRS, Neijiang",2016-12-25,156.0
"Longchang County IRS, Neijiang",2016-12-24,170.0
"Longchang County IRS, Neijiang",2016-12-23,183.0
"Longchang County IRS, Neijiang",2016-12-22,204.0
"Longchang County IRS, Neijiang",2016-12-21,205.0
"Longchang County IRS, Neijiang",2016-12-20,194.0
"Longchang County IRS, Neijiang",2016-12-19,188.0
"Longchang County IRS, Neijiang",2016-12-18,168.0
"Longchang County IRS, Neijiang",2016-12-17,134.0
"Longchang County IRS, Neijiang",2016-12-16,136.0
"Longchang County IRS, Neijiang",2016-12-15,142.0
"Longchang County IRS, Neijiang",2016-12-14,190.0
"Longchang County IRS, Neijiang",2016-12-13,166.0
"Longchang County IRS, Neijiang",2016-12-12,196.0
"Longchang County IRS, Neijiang",2016-12-11,199.0
"Longchang County IRS, Neijiang",2016-12-10,181.0
"Longchang County IRS, Neijiang",2016-12-09,184.0
"Longchang County IRS, Neijiang",2016-12-08,178.0
"Longchang County IRS, Neijiang",2016-12-07,180.0
"Longchang County IRS, Neijiang",2016-12-06,196.0
"Longchang County IRS, Neijiang",2016-12-05,190.0
"Longchang County IRS, Neijiang",2016-12-04,176.0
"Longchang County IRS, Neijiang",2016-12-03,191.0
"Longchang County IRS, Neijiang",2016-12-02,186.0
"Longchang County IRS, Neijiang",2016-12-01,181.0
"Longchang County IRS, Neijiang",2016-11-30,177.0
"Longchang County IRS, Neijiang",2016-11-29,171.0
"Longchang County IRS, Neijiang",2016-11-28,152.0
"Longchang County IRS, Neijiang",2016-11-27,136.0
"Longchang County IRS, Neijiang",2016-11-26,72.0
"Longchang County IRS, Neijiang",2016-11-25,61.0
"Longchang County IRS, Neijiang",2016-11-24,49.0
"Longchang County IRS, Neijiang",2016-11-23,93.0
"Longchang County IRS, Neijiang",2016-11-22,215.0
"Longchang County IRS, Neijiang",2016-11-21,188.0
"Longchang County IRS, Neijiang",2016-11-20,180.0
"Longchang County IRS, Neijiang",2016-11-19,169.0
"Longchang County IRS, Neijiang",2016-11-18,217.0
"Longchang County IRS, Neijiang",2016-11-17,184.0
"Longchang County IRS, Neijiang",2016-11-16,182.0
"Longchang County IRS, Neijiang",2016-11-15,197.0
"Longchang County IRS, Neijiang",2016-11-14,170.0
"Longchang County IRS, Neijiang",2016-11-13,149.0
"Longchang County IRS, Neijiang",2016-11-12,124.0
"Longchang County IRS, Neijiang",2016-11-11,118.0
"Longchang County IRS, Neijiang",2016-11-10,75.0
"Longchang County IRS, Neijiang",2016-11-09,93.0
"Longchang County IRS, Neijiang",2016-11-08,82.0
"Longchang County IRS, Neijiang",2016-11-07,138.0
"Longchang County IRS, Neijiang",2016-11-05,168.0
"Longchang County IRS, Neijiang",2016-11-04,159.0
"Longchang County IRS, Neijiang",2016-11-03,152.0
"Longchang County IRS, Neijiang",2016-11-02,143.0
"Longchang County IRS, Neijiang",2016-11-01,127.0
"Longchang County IRS, Neijiang",2016-10-31,86.0
"Longchang County IRS, Neijiang",2016-10-30,74.0
"Longchang County IRS, Neijiang",2016-10-29,68.0
"Longchang County IRS, Neijiang",2016-10-28,98.0
"Longchang County IRS, Neijiang",2016-10-27,80.0
"Longchang County IRS, Neijiang",2016-10-26,72.0
"Longchang County IRS, Neijiang",2016-10-25,67.0
"Longchang County IRS, Neijiang",2016-10-24,64.0
"Longchang County IRS, Neijiang",2016-10-23,150.0
"Longchang County IRS, Neijiang",2016-10-22,149.0
"Longchang County IRS, Neijiang",2016-10-21,161.0
"Longchang County IRS, Neijiang",2016-10-20,150.0
"Longchang County IRS, Neijiang",2016-10-19,152.0
"Longchang County IRS, Neijiang",2016-10-18,146.0
"Longchang County IRS, Neijiang",2016-10-17,113.0
"Longchang County IRS, Neijiang",2016-10-16,88.0
"Longchang County IRS, Neijiang",2016-10-15,95.0
"Longchang County IRS, Neijiang",2016-10-14,55.0
"Longchang County IRS, Neijiang",2016-10-13,65.0
"Longchang County IRS, Neijiang",2016-10-12,56.0
"Longchang County IRS, Neijiang",2016-10-11,65.0
"Longchang County IRS, Neijiang",2016-10-10,59.0
"Longchang County IRS, Neijiang",2016-10-09,115.0
"Longchang County IRS, Neijiang",2016-10-08,167.0
"Longchang County IRS, Neijiang",2016-10-07,166.0
"Longchang County IRS, Neijiang",2016-10-06,119.0
"Longchang County IRS, Neijiang",2016-10-05,193.0
"Longchang County IRS, Neijiang",2016-10-04,207.0
"Longchang County IRS, Neijiang",2016-10-03,224.0
"Longchang County IRS, Neijiang",2016-10-02,193.0
"Longchang County IRS, Neijiang",2016-10-01,99.0
"Longchang County IRS, Neijiang",2016-09-30,111.0
"Longchang County IRS, Neijiang",2016-09-29,98.0
"Longchang County IRS, Neijiang",2016-09-28,130.0
"Longchang County IRS, Neijiang",2016-09-27,112.0
"Longchang County IRS, Neijiang",2016-09-26,368.0
"Longchang County IRS, Neijiang",2016-09-25,116.0
"Longchang County IRS, Neijiang",2016-09-24,93.0
"Longchang County IRS, Neijiang",2016-09-23,159.0
"Longchang County IRS, Neijiang",2016-09-22,136.0
"Longchang County IRS, Neijiang",2016-09-21,264.0
"Longchang County IRS, Neijiang",2016-09-20,93.0
"Longchang County IRS, Neijiang",2016-09-19,115.0
"Longchang County IRS, Neijiang",2016-09-18,139.0
"Longchang County IRS, Neijiang",2016-09-17,131.0
"Longchang County IRS, Neijiang",2016-09-16,99.0
"Longchang County IRS, Neijiang",2016-09-15,60.0
"Longchang County IRS, Neijiang",2016-09-14,146.0
"Longchang County IRS, Neijiang",2016-09-13,189.0
"Longchang County IRS, Neijiang",2016-09-12,153.0
"Longchang County IRS, Neijiang",2016-09-11,112.0
"Longchang County IRS, Neijiang",2016-09-10,85.0
"Longchang County IRS, Neijiang",2016-09-09,113.0
"Longchang County IRS, Neijiang",2016-09-08,103.0
"Longchang County IRS, Neijiang",2016-09-07,72.0
"Longchang County IRS, Neijiang",2016-09-06,91.0
"Longchang County IRS, Neijiang",2016-09-05,116.0
"Longchang County IRS, Neijiang",2016-09-04,206.0
"Longchang County IRS, Neijiang",2016-09-03,154.0
"Longchang County IRS, Neijiang",2016-09-02,129.0
"Longchang County IRS, Neijiang",2016-09-01,114.0
"Longchang County IRS, Neijiang",2016-08-31,96.0
"Longchang County IRS, Neijiang",2016-08-30,131.0
"Longchang County IRS, Neijiang",2016-08-29,72.0
"Longchang County IRS, Neijiang",2016-08-28,63.0
"Longchang County IRS, Neijiang",2016-08-27,109.0
"Longchang County IRS, Neijiang",2016-08-26,192.0
"Longchang County IRS, Neijiang",2016-08-25,161.0
"Longchang County IRS, Neijiang",2016-08-24,130.0
"Longchang County IRS, Neijiang",2016-08-23,139.0
"Longchang County IRS, Neijiang",2016-08-22,95.0
"Longchang County IRS, Neijiang",2016-08-21,111.0
"Longchang County IRS, Neijiang",2016-08-20,154.0
"Longchang County IRS, Neijiang",2016-08-19,103.0
"Longchang County IRS, Neijiang",2016-08-18,107.0
"Longchang County IRS, Neijiang",2016-08-17,96.0
"Longchang County IRS, Neijiang",2016-08-16,64.0
"Longchang County IRS, Neijiang",2016-08-15,143.0
"Longchang County IRS, Neijiang",2016-08-14,113.0
"Longchang County IRS, Neijiang",2016-08-13,101.0
"Longchang County IRS, Neijiang",2016-08-12,83.0
"Longchang County IRS, Neijiang",2016-08-11,106.0
"Longchang County IRS, Neijiang",2016-08-10,92.0
"Longchang County IRS, Neijiang",2016-08-09,86.0
"Longchang County IRS, Neijiang",2016-08-08,71.0
"Longchang County IRS, Neijiang",2016-08-07,97.0
"Longchang County IRS, Neijiang",2016-08-06,56.0
"Longchang County IRS, Neijiang",2016-08-05,81.0
"Longchang County IRS, Neijiang",2016-08-04,98.0
"Longchang County IRS, Neijiang",2016-08-03,41.0
"Longchang County IRS, Neijiang",2016-08-02,53.0
"Longchang County IRS, Neijiang",2016-08-01,74.0
"Longchang County IRS, Neijiang",2016-07-31,53.0
"Longchang County IRS, Neijiang",2016-07-30,67.0
"Longchang County IRS, Neijiang",2016-07-29,66.0
"Longchang County IRS, Neijiang",2016-07-28,46.0
"Longchang County IRS, Neijiang",2016-07-27,93.0
"Longchang County IRS, Neijiang",2016-07-26,51.0
"Longchang County IRS, Neijiang",2016-06-28,89.0
"Longchang County IRS, Neijiang",2016-06-27,58.0
"Longchang County IRS, Neijiang",2016-06-26,37.0
"Longchang County IRS, Neijiang",2016-06-25,40.0
"Longchang County IRS, Neijiang",2016-06-24,115.0
"Longchang County IRS, Neijiang",2016-06-23,137.0
"Longchang County IRS, Neijiang",2016-06-22,144.0
"Longchang County IRS, Neijiang",2016-06-21,144.0
