location,date,aqi
"Slavonski Brod-1, Croatia",2022-11-16,99.0
"Slavonski Brod-1, Croatia",2022-11-15,146.0
"Slavonski Brod-1, Croatia",2022-11-14,119.0
"Slavonski Brod-1, Croatia",2022-11-13,109.0
"Slavonski Brod-1, Croatia",2022-11-12,112.0
"Slavonski Brod-1, Croatia",2022-11-11,125.0
"Slavonski Brod-1, Croatia",2022-11-10,110.0
"Slavonski Brod-1, Croatia",2022-11-09,108.0
"Slavonski Brod-1, Croatia",2022-11-08,73.0
"Slavonski Brod-1, Croatia",2022-11-05,120.0
"Slavonski Brod-1, Croatia",2022-11-04,133.0
"Slavonski Brod-1, Croatia",2022-11-03,129.0
"Slavonski Brod-1, Croatia",2022-11-02,140.0
"Slavonski Brod-1, Croatia",2022-11-01,136.0
"Slavonski Brod-1, Croatia",2022-10-31,113.0
"Slavonski Brod-1, Croatia",2022-10-30,135.0
"Slavonski Brod-1, Croatia",2022-10-29,136.0
"Slavonski Brod-1, Croatia",2022-10-24,77.0
"Slavonski Brod-1, Croatia",2022-10-23,116.0
"Slavonski Brod-1, Croatia",2022-10-22,110.0
"Slavonski Brod-1, Croatia",2022-10-21,85.0
"Slavonski Brod-1, Croatia",2022-10-20,99.0
"Slavonski Brod-1, Croatia",2022-10-19,115.0
"Slavonski Brod-1, Croatia",2022-10-18,101.0
"Slavonski Brod-1, Croatia",2022-10-17,98.0
"Slavonski Brod-1, Croatia",2022-10-12,136.0
"Slavonski Brod-1, Croatia",2022-10-11,93.0
"Slavonski Brod-1, Croatia",2022-10-06,59.0
"Slavonski Brod-1, Croatia",2022-10-05,49.0
"Slavonski Brod-1, Croatia",2022-10-04,39.0
"Slavonski Brod-1, Croatia",2022-10-02,67.0
"Slavonski Brod-1, Croatia",2022-10-01,37.0
"Slavonski Brod-1, Croatia",2022-09-30,57.0
"Slavonski Brod-1, Croatia",2022-09-29,36.0
"Slavonski Brod-1, Croatia",2022-09-28,39.0
"Slavonski Brod-1, Croatia",2022-09-27,70.0
