location,date,aqi
"jangyu-dong, Gimhae-si, Gyeongnam, South Korea",2022-11-16,54.0
"jangyu-dong, Gimhae-si, Gyeongnam, South Korea",2022-11-15,56.0
"jangyu-dong, Gimhae-si, Gyeongnam, South Korea",2022-11-14,28.0
"jangyu-dong, Gimhae-si, Gyeongnam, South Korea",2022-11-13,87.0
"jangyu-dong, Gimhae-si, Gyeongnam, South Korea",2022-11-12,103.0
"jangyu-dong, Gimhae-si, Gyeongnam, South Korea",2022-11-11,98.0
"jangyu-dong, Gimhae-si, Gyeongnam, South Korea",2022-11-10,83.0
"jangyu-dong, Gimhae-si, Gyeongnam, South Korea",2022-11-09,78.0
"jangyu-dong, Gimhae-si, Gyeongnam, South Korea",2022-11-08,66.0
"jangyu-dong, Gimhae-si, Gyeongnam, South Korea",2022-11-05,61.0
"jangyu-dong, Gimhae-si, Gyeongnam, South Korea",2022-11-04,100.0
"jangyu-dong, Gimhae-si, Gyeongnam, South Korea",2022-11-03,96.0
"jangyu-dong, Gimhae-si, Gyeongnam, South Korea",2022-11-02,56.0
"jangyu-dong, Gimhae-si, Gyeongnam, South Korea",2022-11-01,38.0
"jangyu-dong, Gimhae-si, Gyeongnam, South Korea",2022-10-31,37.0
"jangyu-dong, Gimhae-si, Gyeongnam, South Korea",2022-10-30,44.0
"jangyu-dong, Gimhae-si, Gyeongnam, South Korea",2022-10-29,74.0
"jangyu-dong, Gimhae-si, Gyeongnam, South Korea",2022-10-28,54.0
"jangyu-dong, Gimhae-si, Gyeongnam, South Korea",2022-10-27,34.0
"jangyu-dong, Gimhae-si, Gyeongnam, South Korea",2022-10-26,24.0
"jangyu-dong, Gimhae-si, Gyeongnam, South Korea",2022-10-25,51.0
"jangyu-dong, Gimhae-si, Gyeongnam, South Korea",2022-10-24,67.0
"jangyu-dong, Gimhae-si, Gyeongnam, South Korea",2022-10-23,56.0
"jangyu-dong, Gimhae-si, Gyeongnam, South Korea",2022-10-22,65.0
"jangyu-dong, Gimhae-si, Gyeongnam, South Korea",2022-10-21,55.0
"jangyu-dong, Gimhae-si, Gyeongnam, South Korea",2022-10-20,45.0
"jangyu-dong, Gimhae-si, Gyeongnam, South Korea",2022-10-19,32.0
"jangyu-dong, Gimhae-si, Gyeongnam, South Korea",2022-10-18,68.0
"jangyu-dong, Gimhae-si, Gyeongnam, South Korea",2022-10-17,43.0
"jangyu-dong, Gimhae-si, Gyeongnam, South Korea",2022-10-16,41.0
"jangyu-dong, Gimhae-si, Gyeongnam, South Korea",2022-10-15,47.0
"jangyu-dong, Gimhae-si, Gyeongnam, South Korea",2022-10-14,40.0
"jangyu-dong, Gimhae-si, Gyeongnam, South Korea",2022-10-13,49.0
"jangyu-dong, Gimhae-si, Gyeongnam, South Korea",2022-10-12,31.0
"jangyu-dong, Gimhae-si, Gyeongnam, South Korea",2022-10-11,32.0
"jangyu-dong, Gimhae-si, Gyeongnam, South Korea",2022-10-10,32.0
"jangyu-dong, Gimhae-si, Gyeongnam, South Korea",2022-10-09,23.0
"jangyu-dong, Gimhae-si, Gyeongnam, South Korea",2022-10-08,43.0
"jangyu-dong, Gimhae-si, Gyeongnam, South Korea",2022-10-07,43.0
"jangyu-dong, Gimhae-si, Gyeongnam, South Korea",2022-10-06,30.0
