lat,lon,aqi
28.5503805,77.1855231,255.0
28.668945,77.1324614,254.99230692872743
28.5503805,77.1855231,254.98461385745483
28.668945,77.1324614,254.97692078618226
28.668945,77.1324614,254.96922771490966
28.668945,77.1324614,254.9615346436371
39.7086717,116.9120994504218,254.9538415723645
28.5503805,77.1855231,254.94614850109193
37.85862,113.5730276,254.93845542981933
39.5128345,116.6997446,254.93076235854676
37.85862,113.5730276,254.92306928727416
37.85862,113.5730276,254.9153762160016
39.5128345,116.6997446,254.907683144729
30.6815925,104.1414495,254.89999007345642
28.5503805,77.1855231,254.89229700218385
37.85862,113.5730276,254.88460393091125
32.0852997,34.7818064,254.87691085963868
37.85862,113.5730276,254.8692177883661
28.668945,77.1324614,254.86152471709352
32.8191218,34.9983856,254.85383164582092
37.85862,113.5730276,254.84613857454835
32.0437694,118.7788749,254.83844550327575
32.0437694,118.7788749,254.83075243200318
34.2050708,117.2782967,254.82305936073058
32.0437694,118.7788749,254.815366289458
34.2050708,117.2782967,254.8076732181854
34.2050708,117.2782967,254.79998014691284
32.0437694,118.7788749,254.79228707564027
32.0437694,118.7788749,254.78459400436768
32.0437694,118.7788749,254.7769009330951
34.2050708,117.2782967,254.7692078618225
34.2050708,117.2782967,254.76151479054994
34.2050708,117.2782967,254.75382171927734
28.668945,77.1324614,254.74612864800477
34.2050708,117.2782967,254.73843557673217
34.2050708,117.2782967,254.7307425054596
34.2050708,117.2782967,254.723049434187
34.2050708,117.2782967,254.71535636291443
32.1049091,118.8044693,254.70766329164184
34.2050708,117.2782967,254.69997022036927
32.04801645,118.53698919132792,254.6922771490967
32.0437694,118.7788749,254.6845840778241
32.1049091,118.8044693,254.67689100655153
32.1049091,118.8044693,254.66919793527893
34.2050708,117.2782967,254.66150486400636
32.04801645,118.53698919132792,254.65381179273376
32.04801645,118.53698919132792,254.6461187214612
32.04801645,118.53698919132792,254.6384256501886
32.04801645,118.53698919132792,254.63073257891602
32.04801645,118.53698919132792,254.62303950764343
32.04801645,118.53698919132792,254.61534643637086
32.04801645,118.53698919132792,254.6076533650983
32.04801645,118.53698919132792,254.5999602938257
34.2050708,117.2782967,254.59226722255312
34.2050708,117.2782967,254.58457415128052
34.2050708,117.2782967,254.57688108000795
34.2050708,117.2782967,254.56918800873535
34.2050708,117.2782967,254.56149493746278
34.2050708,117.2782967,254.55380186619018
32.1049091,118.8044693,254.54610879491761
32.1049091,118.8044693,254.53841572364502
32.1049091,118.8044693,254.53072265237245
32.1049091,118.8044693,254.52302958109985
32.1049091,118.8044693,254.51533650982728
32.1049091,118.8044693,254.5076434385547
32.1049091,118.8044693,254.4999503672821
32.0437694,118.7788749,254.49225729600954
32.1049091,118.8044693,254.48456422473694
34.2050708,117.2782967,254.47687115346437
32.0437694,118.7788749,254.46917808219177
32.04801645,118.53698919132792,254.4614850109192
32.0437694,118.7788749,254.4537919396466
32.0437694,118.7788749,254.44609886837404
32.0437694,118.7788749,254.43840579710144
37.85862,113.5730276,254.43071272582887
32.0437694,118.7788749,254.42301965455627
32.0437694,118.7788749,254.4153265832837
30.6065361,104.0750563,254.40763351201113
28.5503805,77.1855231,254.39994044073853
37.85862,113.5730276,254.39224736946596
28.668945,77.1324614,254.38455429819336
30.6815925,104.1414495,254.3768612269208
29.4642866,113.0009667,254.3691681556482
37.85862,113.5730276,254.36147508437563
28.5503805,77.1855231,254.35378201310303
32.0437694,118.7788749,254.34608894183046
28.5503805,77.1855231,254.33839587055786
34.2050708,117.2782967,254.3307027992853
32.1049091,118.8044693,254.3230097280127
32.04801645,118.53698919132792,254.31531665674012
32.0437694,118.7788749,254.30762358546755
32.1049091,118.8044693,254.29993051419495
32.04801645,118.53698919132792,254.29223744292239
32.0437694,118.7788749,254.2845443716498
32.04801645,118.53698919132792,254.27685130037722
34.2050708,117.2782967,254.26915822910462
32.1049091,118.8044693,254.26146515783205
34.2050708,117.2782967,254.25377208655945
32.04801645,118.53698919132792,254.24607901528688
32.0437694,118.7788749,254.23838594401428
34.2050708,117.2782967,254.2306928727417
32.04801645,118.53698919132792,254.22299980146911
32.1049091,118.8044693,254.21530673019655
32.0437694,118.7788749,254.20761365892398
32.04801645,118.53698919132792,254.19992058765138
32.0437694,118.7788749,254.1922275163788
32.0437694,118.7788749,254.1845344451062
32.1049091,118.8044693,254.17684137383364
32.1049091,118.8044693,254.16914830256104
32.04801645,118.53698919132792,254.16145523128847
34.2050708,117.2782967,254.15376216001587
32.0437694,118.7788749,254.1460690887433
32.0852997,34.7818064,254.1383760174707
32.0437694,118.7788749,254.13068294619814
34.2050708,117.2782967,254.12298987492554
32.1049091,118.8044693,254.11529680365297
32.1049091,118.8044693,254.1076037323804
32.1049091,118.8044693,254.0999106611078
39.8139869,116.5061017,254.09221758983523
32.04801645,118.53698919132792,254.08452451856263
39.7086717,116.9120994504218,254.07683144729006
28.668945,77.1324614,254.06913837601746
39.8139869,116.5061017,254.0614453047449
29.4642866,113.0009667,254.0537522334723
39.906217,116.3912757,254.04605916219973
39.7472559,116.1370643,254.03836609092713
39.5128345,116.6997446,254.03067301965456
30.6065361,104.0750563,254.022979948382
39.906217,116.3912757,254.0152868771094
28.668945,77.1324614,254.00759380583682
28.5503805,77.1855231,253.99990073456422
34.2050708,117.2782967,253.99220766329165
40.1380437,117.0938007,253.98451459201905
34.2050708,117.2782967,253.97682152074648
39.5128345,116.6997446,253.96912844947389
34.2050708,117.2782967,253.96143537820132
32.0437694,118.7788749,253.95374230692872
34.2050708,117.2782967,253.94604923565615
34.2050708,117.2782967,253.93835616438355
32.04801645,118.53698919132792,253.93066309311098
32.0437694,118.7788749,253.9229700218384
32.0437694,118.7788749,253.9152769505658
34.2050708,117.2782967,253.90758387929324
32.0437694,118.7788749,253.89989080802064
32.0437694,118.7788749,253.89219773674807
32.04801645,118.53698919132792,253.88450466547548
32.1049091,118.8044693,253.8768115942029
20.672827,-103.391553,253.8691185229303
32.1049091,118.8044693,253.86142545165774
32.1049091,118.8044693,253.85373238038514
28.668945,77.1324614,253.84603930911257
32.04801645,118.53698919132792,253.83834623783997
39.7086717,116.9120994504218,253.8306531665674
28.5503805,77.1855231,253.82296009529483
32.1049091,118.8044693,253.81526702402223
39.5128345,116.6997446,253.80757395274966
37.85862,113.5730276,253.79988088147707
30.6598628,104.0633717,253.7921878102045
39.906217,116.3912757,253.7844947389319
20.672827,-103.391553,253.77680166765933
20.672827,-103.391553,253.76910859638673
39.7472559,116.1370643,253.76141552511416
36.8862685,118.07540833968598,253.75372245384156
39.9926474,116.3242705,253.746029382569
32.1049091,118.8044693,253.7383363112964
37.85862,113.5730276,253.73064324002382
32.1049091,118.8044693,253.72295016875125
20.672827,-103.391553,253.71525709747866
40.1380437,117.0938007,253.7075640262061
34.2050708,117.2782967,253.6998709549335
34.2050708,117.2782967,253.69217788366092
32.0437694,118.7788749,253.68448481238832
28.5503805,77.1855231,253.67679174111575
34.2050708,117.2782967,253.66909866984315
34.2050708,117.2782967,253.66140559857058
39.5128345,116.6997446,253.65371252729798
32.04801645,118.53698919132792,253.6460194560254
32.04801645,118.53698919132792,253.63832638475282
32.04801645,118.53698919132792,253.63063331348025
32.0437694,118.7788749,253.62294024220768
37.85862,113.5730276,253.61524717093508
32.1049091,118.8044693,253.6075540996625
32.0437694,118.7788749,253.5998610283899
32.1049091,118.8044693,253.59216795711734
