0,1,2
Armenia,1838,
Austria,1838,0.85
Azerbaijan,1838,
Belarus,1838,
Belgium,1838,6.123
Canada,1838,0.004
Estonia,1838,
France,1838,11.868
Georgia,1838,
Germany,1838,6.632
Hungary,1838,0.062
Kazakhstan,1838,
Kyrgyzstan,1838,
Latvia,1838,
Lithuania,1838,
Moldova,1838,
Norway,1838,0.051
Poland,1838,1.587
Russia,1838,
Spain,1838,0.026
Sweden,1838,
Tajikistan,1838,
Turkmenistan,1838,
Ukraine,1838,
United Kingdom,1838,75.812
United States,1838,5.031
Uzbekistan,1838,
