lat,lon,co2
33.7680065,66.2385139,0.81
41.000028,19.9999619,2.975
28.0000272,2.9999825,91.668
42.5407167,1.5732033,0.513
-11.8775768,17.5691241,9.13
18.1954947,-63.0750234,0.081
-79.4063075,0.3149312,0.004
17.2234721,-61.9554608,0.282
-34.9964963,-64.9672817,147.285
40.7696272,44.6736646,3.05
12.51756625,-69.98186415210564,0.81
-24.7761086,134.755,346.599
47.59397,14.12456,65.64
40.3936294,47.7872508,28.57
24.7736546,-78.0000547,2.034
26.1551249,50.5344606,17.989
24.4769288,90.2934413,25.075
13.1500331,-59.5250305,1.162
53.4250605,27.6971358,54.902
50.6402809,4.6667145,124.701
16.8259793,-88.7600927,0.348
9.5293472,2.2584408,1.462
32.30382,-64.7561647,0.513
27.549511,90.5119273,0.372
-17.0568696,-64.9912286,10.722
12.11632955,-68.22087151226087,0.096
44.3053476,17.5961467,10.333
-23.1681782,24.5928742,3.158
-10.3333333,-53.2,327.256
18.4024395,-64.5661642,0.121
4.4137155,114.5653908,3.803
42.6073975,25.4856617,46.38
12.0753083,-1.6880314,0.916
-3.426449,29.9324519,0.253
12.5433216,104.8144914,1.894
4.6125522,13.1535811,2.997
61.0666922,-107.991707,543.73
16.0000552,-24.0083947,0.183
7.0323598,19.9981227,0.231
15.6134137,19.0156172,0.476
-31.7613365,-71.3187697,60.89
35.000074,104.999927,3350.34
4.099917,-72.9088133,54.761
-12.2045176,44.2832964,0.095
-2.9814344,23.8222636,0.363
-19.919672900000002,-157.9753368892878,0.048
10.2735633,-84.0739102,5.438
7.9897371,-5.5679458,5.94
45.5643442,17.0118954,20.023
23.0131338,-80.8328748,24.467
12.21339425,-69.0408499890865,1.803
34.9823018,33.1451285,6.874
49.7439047,15.3381061,116.614
-15.4139213,28.289698,1.317
55.670249,10.3333283,58.635
11.8145966,42.8453061,0.385
19.0974031,-70.3028026,0.081
19.0974031,-70.3028026,17.821
-1.3397668,-79.3666965,21.364
26.2540493,29.2675469,124.496
13.8000382,-88.9140683,5.588
1.613172,10.5170357,0.407
15.9500319,37.9999668,0.615
58.7523778,25.3319078,15.912
-26.5624806,31.3991317,1.238
10.2116702,38.6521203,3.094
62.0448724,-7.0322972,0.63
-18.1239696,179.0122737,0.775
63.2467777,25.9209164,58.892
46.603354,1.8883335,411.544
4.0039882,-52.999998,0.515
-17.0243749,-144.6434898,0.498
-0.8999695,11.6899699,4.788
13.470062,-15.4900464,0.275
32.3293809,-83.1137366,4.311
51.1638175,10.4478313,895.874
8.0300284,-1.0800271,6.37
38.9953683,21.9877132,97.958
77.6192349,-42.8125967,0.594
12.1360374,-61.6904045,0.194
16.2528827,-61.5686855,2.171
15.5855545,-90.345759,8.806
10.7226226,-10.7083587,1.433
12.100035,-14.9000214,0.194
4.8417097,-58.6416891,1.832
19.1399952,-72.3570972,1.271
15.2572432,-86.0755145,4.613
22.2793278,114.1628131,42.549
47.1817585,19.5060937,61.664
64.9841821,-18.1059013,2.84
22.3511148,78.6677428,951.749
-2.4833826,117.8902853,243.95
32.6475314,54.5643516,379.501
33.0955793,44.1749775,71.681
52.865196,-7.9794599,42.44
30.8124247,34.8594762,54.756
42.6384261,12.674297,466.425
18.1850507,-77.3947693,9.958
36.5748441,139.2394179,1241.611
31.1667049,36.941628,14.267
