lat,lon,co2
33.7680065,66.2385139,2.269
41.000028,19.9999619,3.829
28.0000272,2.9999825,108.402
42.5407167,1.5732033,0.539
-11.8775768,17.5691241,24.977
18.1954947,-63.0750234,0.15
-79.4063075,0.3149312,0.011
17.2234721,-61.9554608,0.407
-34.9964963,-64.9672817,174.246
40.7696272,44.6736646,5.1
12.51756625,-69.98186415210564,2.821
-24.7761086,134.755,401.926
47.59397,14.12456,74.097
40.3936294,47.7872508,30.459
24.7736546,-78.0000547,1.872
26.1551249,50.5344606,26.771
24.4769288,90.2934413,42.642
13.1500331,-59.5250305,1.363
53.4250605,27.6971358,63.303
50.6402809,4.6667145,120.48
16.8259793,-88.7600927,0.476
9.5293472,2.2584408,3.931
32.30382,-64.7561647,0.729
27.549511,90.5119273,0.373
-17.0568696,-64.9912286,12.663
12.11632955,-68.22087151226087,0.306
44.3053476,17.5961467,17.474
-23.1681782,24.5928742,4.228
-10.3333333,-53.2,390.573
18.4024395,-64.5661642,0.187
4.4137155,114.5653908,8.31
42.6073975,25.4856617,55.74
12.0753083,-1.6880314,1.591
-3.426449,29.9324519,0.202
12.5433216,104.8144914,3.471
4.6125522,13.1535811,5.703
61.0666922,-107.991707,594.665
16.0000552,-24.0083947,0.506
7.0323598,19.9981227,0.231
15.6134137,19.0156172,0.854
-31.7613365,-71.3187697,70.683
35.000074,104.999927,6978.612
-10.49124145,105.6173514897963,
4.099917,-72.9088133,60.179
-12.2045176,44.2832964,0.106
-2.9814344,23.8222636,1.211
-19.919672900000002,-157.9753368892878,0.051
10.2735633,-84.0739102,7.961
7.9897371,-5.5679458,6.537
45.5643442,17.0118954,24.866
23.0131338,-80.8328748,24.24
12.21339425,-69.0408499890865,5.734
34.9823018,33.1451285,8.502
49.7439047,15.3381061,128.307
-15.4139213,28.289698,1.697
55.670249,10.3333283,54.656
11.8145966,42.8453061,0.462
19.0974031,-70.3028026,0.183
19.0974031,-70.3028026,19.993
-1.3397668,-79.3666965,33.686
26.2540493,29.2675469,185.907
13.8000382,-88.9140683,6.846
1.613172,10.5170357,5.584
15.9500319,37.9999668,0.563
58.7523778,25.3319078,20.022
-26.5624806,31.3991317,1.041
10.2116702,38.6521203,5.84
62.0448724,-7.0322972,0.689
-18.1239696,179.0122737,1.14
63.2467777,25.9209164,66.765
46.603354,1.8883335,395.428
9.0,19.0,
4.0039882,-52.999998,0.6
-17.0243749,-144.6434898,0.769
16.0,0.0,
-0.8999695,11.6899699,4.09
13.470062,-15.4900464,0.352
32.3293809,-83.1137366,6.365
51.1638175,10.4478313,851.624
8.0300284,-1.0800271,9.619
38.9953683,21.9877132,114.592
77.6192349,-42.8125967,0.653
12.1360374,-61.6904045,0.238
16.2528827,-61.5686855,2.488
15.5855545,-90.345759,12.145
10.7226226,-10.7083587,1.968
12.100035,-14.9000214,0.231
4.8417097,-58.6416891,1.781
19.1399952,-72.3570972,1.772
15.2572432,-86.0755145,8.206
22.2793278,114.1628131,43.572
47.1817585,19.5060937,58.554
64.9841821,-18.1059013,3.496
22.3511148,78.6677428,1358.152
-2.4833826,117.8902853,388.255
32.6475314,54.5643516,512.66
33.0955793,44.1749775,61.169
52.865196,-7.9794599,47.664
30.8124247,34.8594762,62.8
42.6384261,12.674297,490.603
18.1850507,-77.3947693,10.749
36.5748441,139.2394179,1303.134
31.1667049,36.941628,21.436
48.1012954,66.7780818,227.55
1.4419683,38.4313975,9.541
