0,1,2
Armenia,1845,
Austria,1845,1.799
Azerbaijan,1845,
Belarus,1845,
Belgium,1845,8.218
Canada,1845,0.004
Denmark,1845,0.209
Estonia,1845,
France,1845,17.836
Georgia,1845,
Germany,1845,12.611
Hungary,1845,0.088
Kazakhstan,1845,
Kyrgyzstan,1845,
Latvia,1845,
Lithuania,1845,
Moldova,1845,
Norway,1845,0.099
Poland,1845,2.792
Russia,1845,
Spain,1845,0.275
Sweden,1845,0.088
Tajikistan,1845,
Turkmenistan,1845,
Ukraine,1845,
United Kingdom,1845,99.987
United States,1845,11.205
Uzbekistan,1845,
