lat,lon,co2
40.7696272,44.6736646,0.006
-24.7761086,134.755,0.733
47.59397,14.12456,6.071
40.3936294,47.7872508,0.035
53.4250605,27.6971358,0.073
50.6402809,4.6667145,20.101
61.0666922,-107.991707,0.945
49.7439047,15.3381061,3.923
55.670249,10.3333283,1.085
58.7523778,25.3319078,0.026
63.2467777,25.9209164,0.088
46.603354,1.8883335,55.532
32.3293809,-83.1137366,0.011
51.1638175,10.4478313,74.368
38.9953683,21.9877132,0.084
47.1817585,19.5060937,1.806
42.6384261,12.674297,1.696
36.5748441,139.2394179,0.011
48.1012954,66.7780818,0.174
41.5089324,74.724091,0.015
56.8406494,24.7537645,0.017
55.3500003,23.7499997,0.027
47.2879608,28.5670941,0.028
52.2434979,5.6343227,4.239
60.5000209,9.0999715,0.634
52.215933,19.134422,15.118
45.9852129,24.6859225,0.026
64.6863136,97.7453061,1.605
48.7411522,19.4528646,1.262
39.3260685,-4.8379791,2.66
59.6749712,14.5208584,1.224
46.7985624,8.2319736,0.769
38.6281733,70.8156541,0.009
38.9597594,34.9249653,0.176
39.3763807,59.3924609,0.022
49.4871968,31.2718321,0.509
54.7023545,-3.2765753,213.219
39.7837304,-100.445882,82.352
41.32373,63.9528098,0.071
