lat,lon,co2
40.7696272,44.6736646,0.002
-24.7761086,134.755,0.355
47.59397,14.12456,6.353
40.3936294,47.7872508,0.01
53.4250605,27.6971358,0.022
50.6402809,4.6667145,16.345
61.0666922,-107.991707,0.561
49.7439047,15.3381061,1.131
55.670249,10.3333283,0.678
58.7523778,25.3319078,0.008
63.2467777,25.9209164,0.073
46.603354,1.8883335,43.525
32.3293809,-83.1137366,0.003
51.1638175,10.4478313,45.54
47.1817585,19.5060937,1.158
22.3511148,78.6677428,0.551
42.6384261,12.674297,1.227
48.1012954,66.7780818,0.051
41.5089324,74.724091,0.005
56.8406494,24.7537645,0.005
55.3500003,23.7499997,0.008
47.2879608,28.5670941,0.008
52.2434979,5.6343227,5.672
60.5000209,9.0999715,0.37
52.215933,19.134422,8.805
45.9852129,24.6859225,0.011
64.6863136,97.7453061,0.474
48.7411522,19.4528646,0.364
39.3260685,-4.8379791,2.187
59.6749712,14.5208584,0.986
46.7985624,8.2319736,0.469
38.6281733,70.8156541,0.003
39.3763807,59.3924609,0.007
49.4871968,31.2718321,0.15
54.7023545,-3.2765753,169.471
39.7837304,-100.445882,47.449
41.32373,63.9528098,0.021
