lat,lon,co2
40.7696272,44.6736646,0.009
-24.7761086,134.755,0.601
47.59397,14.12456,7.365
40.3936294,47.7872508,0.051
53.4250605,27.6971358,0.107
50.6402809,4.6667145,24.747
61.0666922,-107.991707,1.224
49.7439047,15.3381061,4.855
55.670249,10.3333283,1.143
58.7523778,25.3319078,0.039
63.2467777,25.9209164,0.092
46.603354,1.8883335,50.538
32.3293809,-83.1137366,0.016
51.1638175,10.4478313,76.64
38.9953683,21.9877132,0.202
47.1817585,19.5060937,2.121
42.6384261,12.674297,2.678
36.5748441,139.2394179,0.018
48.1012954,66.7780818,0.257
41.5089324,74.724091,0.023
56.8406494,24.7537645,0.026
55.3500003,23.7499997,0.04
47.2879608,28.5670941,0.042
52.2434979,5.6343227,4.943
60.5000209,9.0999715,0.63
52.215933,19.134422,16.664
39.6621648,-8.1353519,0.022
45.9852129,24.6859225,0.037
64.6863136,97.7453061,2.363
48.7411522,19.4528646,1.561
39.3260685,-4.8379791,3.074
59.6749712,14.5208584,1.341
46.7985624,8.2319736,0.898
38.6281733,70.8156541,0.013
38.9597594,34.9249653,0.158
39.3763807,59.3924609,0.033
49.4871968,31.2718321,0.75
54.7023545,-3.2765753,228.494
39.7837304,-100.445882,98.62
41.32373,63.9528098,0.105
