lat,lon,co2
40.7696272,44.6736646,0.041
-24.7761086,134.755,2.426
47.59397,14.12456,11.761
40.3936294,47.7872508,0.235
53.4250605,27.6971358,0.491
50.6402809,4.6667145,34.383
42.6073975,25.4856617,0.007
61.0666922,-107.991707,7.431
49.7439047,15.3381061,17.954
55.670249,10.3333283,2.429
58.7523778,25.3319078,0.178
63.2467777,25.9209164,0.117
46.603354,1.8883335,86.32
32.3293809,-83.1137366,0.073
51.1638175,10.4478313,153.093
38.9953683,21.9877132,0.004
47.1817585,19.5060937,4.078
22.3511148,78.6677428,2.444
42.6384261,12.674297,6.646
36.5748441,139.2394179,2.711
48.1012954,66.7780818,1.173
41.5089324,74.724091,0.104
56.8406494,24.7537645,0.118
55.3500003,23.7499997,0.184
47.2879608,28.5670941,0.19
52.2434979,5.6343227,9.01
-41.5000831,172.8344077,0.927
60.5000209,9.0999715,1.524
52.215933,19.134422,29.928
39.6621648,-8.1353519,1.14
45.9852129,24.6859225,0.407
64.6863136,97.7453061,10.808
48.7411522,19.4528646,5.774
39.3260685,-4.8379791,5.903
59.6749712,14.5208584,3.217
46.7985624,8.2319736,1.913
38.6281733,70.8156541,0.06
38.9597594,34.9249653,0.161
39.3763807,59.3924609,0.15
49.4871968,31.2718321,3.43
54.7023545,-3.2765753,327.73
39.7837304,-100.445882,253.883
41.32373,63.9528098,0.481
