lat,lon,co2
28.0000272,2.9999825,0.022
-34.9964963,-64.9672817,5.892
40.7696272,44.6736646,0.071
-24.7761086,134.755,25.732
47.59397,14.12456,14.528
40.3936294,47.7872508,0.412
53.4250605,27.6971358,0.861
50.6402809,4.6667145,55.154
44.3053476,17.5961467,0.596
-10.3333333,-53.2,3.646
42.6073975,25.4856617,1.099
61.0666922,-107.991707,84.378
-31.7613365,-71.3187697,2.781
35.000074,104.999927,26.769
45.5643442,17.0118954,0.648
49.7439047,15.3381061,34.073
-15.4139213,28.289698,0.004
55.670249,10.3333283,7.192
-1.3397668,-79.3666965,0.026
26.2540493,29.2675469,0.454
58.7523778,25.3319078,0.312
63.2467777,25.9209164,0.275
46.603354,1.8883335,151.778
32.3293809,-83.1137366,0.127
51.1638175,10.4478313,429.208
38.9953683,21.9877132,0.678
47.1817585,19.5060937,5.588
22.3511148,78.6677428,34.913
-2.4833826,117.8902853,8.262
32.6475314,54.5643516,5.437
52.865196,-7.9794599,0.293
42.6384261,12.674297,17.869
36.5748441,139.2394179,74.28
48.1012954,66.7780818,2.057
41.5089324,74.724091,0.182
56.8406494,24.7537645,0.206
55.3500003,23.7499997,0.322
4.5693754,102.2656823,1.11
23.6585116,-102.0077097,76.237
47.2879608,28.5670941,0.333
42.9868853,19.5180992,0.059
52.2434979,5.6343227,22.171
-41.5000831,172.8344077,3.558
9.6000359,7.9999721,0.487
40.3736611,127.0870417,0.725
41.6171214,21.7168387,0.436
60.5000209,9.0999715,5.302
-6.8699697,-75.0458515,2.147
12.7503486,122.7312101,0.103
52.215933,19.134422,76.38
39.6621648,-8.1353519,2.103
18.2247706,-66.4858295,0.209
45.9852129,24.6859225,5.485
64.6863136,97.7453061,18.945
44.1534121,20.55144,1.732
48.7411522,19.4528646,10.958
45.8133113,14.4808369,0.494
-28.8166236,24.991639,25.666
36.638392,127.6961188,0.04
39.3260685,-4.8379791,14.055
59.6749712,14.5208584,10.542
46.7985624,8.2319736,7.233
23.9739374,120.9820179,3.045
38.6281733,70.8156541,0.106
10.7466905,-61.0840075,0.868
33.8439408,9.400138,0.029
38.9597594,34.9249653,1.403
39.3763807,59.3924609,0.262
49.4871968,31.2718321,6.012
54.7023545,-3.2765753,470.751
39.7837304,-100.445882,1738.246
41.32373,63.9528098,0.842
8.0018709,-66.1109318,0.15
15.9266657,107.9650855,1.858
-18.4554963,29.7468414,1.389
