lat,lon,co2
40.7696272,44.6736646,0.02
-24.7761086,134.755,0.931
47.59397,14.12456,8.09
40.3936294,47.7872508,0.116
53.4250605,27.6971358,0.242
50.6402809,4.6667145,26.319
61.0666922,-107.991707,1.858
49.7439047,15.3381061,12.412
55.670249,10.3333283,1.543
58.7523778,25.3319078,0.088
63.2467777,25.9209164,0.095
46.603354,1.8883335,65.358
32.3293809,-83.1137366,0.036
51.1638175,10.4478313,103.438
47.1817585,19.5060937,2.763
42.6384261,12.674297,4.107
36.5748441,139.2394179,1.403
48.1012954,66.7780818,0.579
41.5089324,74.724091,0.051
56.8406494,24.7537645,0.058
55.3500003,23.7499997,0.091
47.2879608,28.5670941,0.094
52.2434979,5.6343227,6.21
60.5000209,9.0999715,0.905
52.215933,19.134422,24.589
39.6621648,-8.1353519,1.147
45.9852129,24.6859225,0.048
64.6863136,97.7453061,5.332
48.7411522,19.4528646,3.992
39.3260685,-4.8379791,3.569
59.6749712,14.5208584,2.429
46.7985624,8.2319736,1.495
38.6281733,70.8156541,0.03
38.9597594,34.9249653,0.275
39.3763807,59.3924609,0.074
49.4871968,31.2718321,1.692
54.7023545,-3.2765753,271.019
39.7837304,-100.445882,132.82
41.32373,63.9528098,0.237
