lat,lon,co2
33.7680065,66.2385139,6.86
41.000028,19.9999619,5.302
28.0000272,2.9999825,154.936
42.5407167,1.5732033,0.465
-11.8775768,17.5691241,28.42
18.1954947,-63.0750234,0.143
17.2234721,-61.9554608,0.491
-34.9964963,-64.9672817,187.805
40.7696272,44.6736646,5.537
12.51756625,-69.98186415210564,0.89
-24.7761086,134.755,414.751
47.59397,14.12456,69.599
40.3936294,47.7872508,36.73
24.7736546,-78.0000547,2.096
26.1551249,50.5344606,32.591
24.4769288,90.2934413,80.944
13.1500331,-59.5250305,1.17
53.4250605,27.6971358,60.116
50.6402809,4.6667145,99.448
16.8259793,-88.7600927,0.616
9.5293472,2.2584408,6.938
32.30382,-64.7561647,0.63
27.549511,90.5119273,1.239
-17.0568696,-64.9912286,23.562
12.11632955,-68.22087151226087,0.348
44.3053476,17.5961467,21.819
-23.1681782,24.5928742,7.059
-10.3333333,-53.2,500.758
18.4024395,-64.5661642,0.169
4.4137155,114.5653908,9.552
42.6073975,25.4856617,47.582
12.0753083,-1.6880314,3.938
-3.426449,29.9324519,0.53
12.5433216,104.8144914,12.875
4.6125522,13.1535811,7.699
61.0666922,-107.991707,569.36
16.0000552,-24.0083947,0.579
7.0323598,19.9981227,0.216
15.6134137,19.0156172,1.036
-31.7613365,-71.3187697,84.046
35.000074,104.999927,9920.459
4.099917,-72.9088133,86.296
-12.2045176,44.2832964,0.267
-2.9814344,23.8222636,3.565
-19.919672900000002,-157.9753368892878,0.077
10.2735633,-84.0739102,8.312
7.9897371,-5.5679458,11.86
45.5643442,17.0118954,18.718
23.0131338,-80.8328748,25.208
12.21339425,-69.0408499890865,4.426
34.9823018,33.1451285,7.523
49.7439047,15.3381061,107.613
-15.4139213,28.289698,2.474
55.670249,10.3333283,34.743
11.8145966,42.8453061,0.403
19.0974031,-70.3028026,0.161
19.0974031,-70.3028026,24.017
-1.3397668,-79.3666965,39.276
26.2540493,29.2675469,250.605
13.8000382,-88.9140683,6.016
1.613172,10.5170357,12.285
15.9500319,37.9999668,0.704
58.7523778,25.3319078,18.788
-26.5624806,31.3991317,0.986
10.2116702,38.6521203,15.238
62.0448724,-7.0322972,0.707
-18.1239696,179.0122737,1.362
63.2467777,25.9209164,44.652
46.603354,1.8883335,336.996
4.0039882,-52.999998,0.705
-17.0243749,-144.6434898,0.766
-0.8999695,11.6899699,4.598
13.470062,-15.4900464,0.535
32.3293809,-83.1137366,10.18
51.1638175,10.4478313,785.883
8.0300284,-1.0800271,13.74
38.9953683,21.9877132,74.855
77.6192349,-42.8125967,0.542
12.1360374,-61.6904045,0.278
16.2528827,-61.5686855,2.48
15.5855545,-90.345759,17.292
10.7226226,-10.7083587,3.239
12.100035,-14.9000214,0.304
4.8417097,-58.6416891,2.319
19.1399952,-72.3570972,3.104
15.2572432,-86.0755145,8.857
22.2793278,114.1628131,42.553
47.1817585,19.5060937,49.452
64.9841821,-18.1059013,3.605
22.3511148,78.6677428,2433.856
-2.4833826,117.8902853,575.176
32.6475314,54.5643516,712.256
33.0955793,44.1749775,211.703
52.865196,-7.9794599,39.133
30.8124247,34.8594762,58.873
42.6384261,12.674297,352.85
18.1850507,-77.3947693,7.798
36.5748441,139.2394179,1188.123
31.1667049,36.941628,25.561
48.1012954,66.7780818,307.909
1.4419683,38.4313975,16.322
0.3448612,173.6641773,0.066
42.5869578,20.9021231,8.094
29.2733964,47.4979476,95.145
41.5089324,74.724091,9.348
20.0171109,103.378253,18.661
56.8406494,24.7537645,7.215
33.8750629,35.843409,27.977
-29.6039267,28.3350193,2.455
5.7499721,-9.3658524,1.232
26.8234472,18.1236723,54.399
47.1416307,9.5531527,0.155
55.3500003,23.7499997,13.572
49.8158683,6.1296751,9.261
22.1899448,113.5380454,1.92
-18.9249604,46.4416422,4.122
-13.2687204,33.9301963,1.364
4.5693754,102.2656823,250.561
3.7203503,73.2244152,1.513
16.3700359,-2.2900239,3.534
